,Quý 1 năm 2005,Quý 2 năm 2005,Quý 3 năm 2005,Quý 4 năm 2005,Quý 1 năm 2006,Quý 2 năm 2006,Quý 3 năm 2006,Quý 4 năm 2006,Quý 1 năm 2007,Quý 2 năm 2007,Quý 3 năm 2007,Quý 4 năm 2007,Quý 1 năm 2008,Quý 2 năm 2008,Quý 3 năm 2008,Quý 4 năm 2008,Quý 1 năm 2009,Quý 2 năm 2009,Quý 3 năm 2009,Quý 4 năm 2009,Quý 1 năm 2010,Quý 2 năm 2010,Quý 3 năm 2010,Quý 4 năm 2010,Quý 1 năm 2011,Quý 2 năm 2011,Quý 3 năm 2011,Quý 4 năm 2011,Quý 1 năm 2012,Quý 2 năm 2012,Quý 3 năm 2012,Quý 4 năm 2012,Quý 1 năm 2013,Quý 2 năm 2013,Quý 3 năm 2013,Quý 4 năm 2013,Quý 1 năm 2014,Quý 2 năm 2014,Quý 3 năm 2014,Quý 4 năm 2014,Quý 1 năm 2015,Quý 2 năm 2015,Quý 3 năm 2015,Quý 4 năm 2015,Quý 1 năm 2016,Quý 2 năm 2016,Quý 3 năm 2016,Quý 4 năm 2016,Quý 1 năm 2017,Quý 2 năm 2017,Quý 3 năm 2017,Quý 4 năm 2017,Quý 1 năm 2018,Quý 2 năm 2018,Quý 3 năm 2018,Quý 4 năm 2018,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
10. Chi phí quản lý doanh nghiệp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29,171,301,349",,"24,111,986,732",,,"16,668,132,789","21,340,738,459","40,843,311,208","22,817,002,036","11,564,128,979",,,,,,,,"15,945,519,657",,,,,,,,,,,,,"12,573,614,848","20,499,047,434","28,849,066,266","18,298,185,401","19,858,306,393","16,437,923,071","22,669,604,221","18,299,272,816",,"19,277,592,399","36,838,364,707"
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"77,903,463,199",,"41,663,139,035",,,"67,706,280,842","67,828,146,222","39,939,424,630","57,068,821,333","68,519,544,504","78,067,665,143","79,872,109,311","85,448,420,078","69,766,106,923",,"80,172,904,444","68,876,316,299","74,268,581,466","69,537,795,204","84,709,032,283","84,097,474,021","59,343,226,180","66,660,583,994","53,157,421,590","48,310,012,147","46,665,158,344","72,276,963,832","49,824,556,364","103,623,666,629","140,055,183,565","160,929,073,700","145,526,608,163","61,998,323,206","89,112,729,621","66,666,913,898","63,955,599,617","66,924,085,806","62,479,821,712",,"98,216,880,209","72,614,522,010"
12. Thu nhập khác,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40,355,576",,"83,791,315",,,"120,500,000","6,273,765","283,802,289","308,858,031","110,560,980","400,913,782","106,714,272","234,920,016","1,514,747,777",,"1,525,382,365","10,596,460,439","217,790,672","954,339,927","565,054,049","1,237,021,090","191,852,945","307,889,091","403,960,590","46,720,000","227,146,197","-193,160,000","22,013,220","30,992,513","393,211,647","12,071,500","11,865,080","223,883,599","1,000,000","4,115,996,269","60,024,728","103,325,825","92,796,364",,"748,467,365","645,025,252"
13. Chi phí khác,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,000,000",,"115,000,000",,,"3,020,379,162","3,748,842,303","4,011,550,893","3,032,231,468","1,229,018,004","860,795,116","665,321,173","369,639,629","537,515,656",,"2,029,884,297","676,348,892","1,390,235,977","31,294,689","1,110,366,398","72,532,888","7,125,000","362,547,594","23,899,375","1,065,027,581","7,125,000","12,336,021","17,104,261","12,286,276","7,125,000","14,059,094","52,465,928","10,129,228","8,205,339","104,617,401","16,631,245","35,464,788","297,472,836",,"102,530,404","48,628,883"
14. Lợi nhuận khác(40=31-32),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"37,355,576",,"-31,208,685",,,"-2,899,879,162","-3,742,568,538","-3,727,748,604","-2,723,373,437","-1,118,457,024","-459,881,334","-558,606,901","-134,719,613","977,232,121",,"-504,501,932","9,920,111,547","-1,172,445,305","923,045,238","-545,312,349","1,164,488,202","184,727,945","-54,658,503","380,061,215","-1,018,307,581","220,021,197","-205,496,021","4,908,959","18,706,237","386,086,647","-1,987,594","-40,600,848","213,754,371","-7,205,339","4,011,378,868","43,393,483","67,861,037","-204,676,472",,"645,936,961","596,396,369"
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"77,940,818,775",,"41,631,930,350",,,"64,806,401,680","64,085,577,684","36,211,676,026","54,345,447,896","67,401,087,480","77,607,783,809","79,313,502,410","85,313,700,465","70,743,339,044",,"79,668,402,512","78,796,427,846","73,096,136,161","70,460,840,442","84,163,719,934","85,261,962,223","59,527,954,125","66,605,925,491","53,537,482,805","47,291,704,566","46,885,179,541","72,071,467,811","49,829,465,323","103,642,372,866","140,441,270,212","160,927,086,106","145,486,007,315","62,212,077,577","89,105,524,282","70,678,292,766","63,998,993,100","66,991,946,843","62,275,145,240",,"98,862,817,170","73,210,918,379"
16. Chi phí thuế TNDN hiện hành,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,595,729,185",,"9,594,993,109",,,"13,649,322,968","13,361,113,731","12,548,266,090","11,706,302,797","13,803,787,479","15,737,502,788","16,033,547,684","17,624,486,918","14,197,465,548",,"16,151,913,431","15,872,340,938","14,618,854,176","14,231,255,479","17,094,957,279","17,079,109,495","11,921,721,589","13,391,238,497","11,283,053,311","10,077,161,515","10,583,100,879","14,438,529,111","10,775,783,418","21,558,336,593","29,318,762,078","32,735,898,960","30,876,722,451","13,512,878,309","19,198,773,527","14,611,858,117","13,776,802,476","14,952,749,639","10,542,628,793",,"19,158,546,812","20,615,447,120"
17. Chi phí thuế TNDN hoãn lại,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-167,778,747",,,"18,164,822","-39,654,863","18,164,822",,"-43,849,376",,,,,,,,,,"-7,572,820",,"-665,764","504,086","-538,481,276","-548,471,451","-568,604,054","-585,987,339","-776,157,102","-749,163,735","-1,209,290,318","-435,033,254","-1,669,287,802","-605,328,635","-994,199,158","-1,018,546,717","-857,770,261","-1,054,917,371","2,026,327,800",,"967,721,050","-2,542,424,260"
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57,345,089,590",,"32,204,715,988",,,"51,138,913,890","50,764,118,816","23,645,245,114","42,639,145,099","53,641,149,377","61,870,281,021","63,279,954,726","67,689,213,547","56,545,873,496",,"63,516,489,081","62,924,086,908","58,477,281,985","56,229,584,963","67,076,335,475","68,182,852,728","47,606,898,300","53,214,182,908","42,792,910,770","37,763,014,502","36,870,682,716","58,218,926,039","39,829,839,007","82,833,200,008","112,331,798,452","128,626,220,400","116,278,572,666","49,304,527,903","70,900,949,913","57,084,981,366","51,079,960,885","53,094,114,575","49,706,188,647",,"78,736,549,308","55,137,895,519"
19. Lợi nhuận sau thuế công ty mẹ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"46,124,540,338",,"27,482,544,737",,,"45,467,952,442","46,576,620,326","34,592,907,247","43,017,212,699","51,995,201,051","58,387,704,897","62,156,673,793","68,522,511,473","56,391,305,369",,"63,500,774,578","63,530,086,303","58,056,819,160","55,778,877,719","64,130,980,946","66,406,105,838","47,177,708,774","51,693,846,578","43,268,961,803","37,648,843,068","37,942,739,387","56,658,368,330","39,103,536,563","75,236,855,378","94,448,193,532","114,238,161,579","101,427,063,582","43,095,108,001","62,708,673,334","51,537,751,694","48,227,351,797","48,205,504,274","46,662,049,087",,"72,848,821,621","52,109,207,069"
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,722,171,251",,,"5,670,961,448","4,187,498,490","-10,947,662,133","-378,067,600","1,645,948,326","3,482,576,124","1,123,280,933","-833,297,926","154,568,127",,"15,714,503","-605,999,395","420,462,825","450,707,244","2,945,354,529","1,776,746,890","429,189,526","1,520,336,330","-476,051,033","114,171,434","-1,072,056,671","1,560,557,709","726,302,444","7,596,344,630","17,883,604,920","14,388,058,821","14,851,509,084","6,209,419,902","8,192,276,579","5,547,229,672","2,852,609,088","4,888,610,301","3,044,139,560",,"5,887,727,687","3,028,688,450"
21. Lãi cơ bản trên cổ phiếu(*),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,044",,622,,,"1,029","1,054",783,973,"1,176","1,321","1,406","1,550","1,276",,"1,437","1,437","1,314","1,262","1,451","1,502","1,067","1,170",979,852,858,"1,282",885,"1,702","2,137","2,585","1,933",975,"1,419",905,"1,091","1,091","1,056",,942,472
22. Lãi suy giảm trên cổ phiếu (*),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
